pH;Turbidez;CRL;Coliformes;Ecoli;Precipitação;Latitude;Longitude;Manancial;Lat_Norm;Long_Norm
0.56;0.001;0.1;0;0;0.15416013;-21.7708;-47.0852;2;0.307008017;0.596002996
0.585;0.01175;0.3;0;0;0.212578401;-2.85379;-44.0357;3;0.79177342;0.663555282
0.58;0.0025;0.068;;;0;-11.9456944;-55.5231111;3;0.558785189;0.409087048
0.45;0.0155;0.016;0;0;0;-12.6093;-52.1821;3;0.541779698;0.483096865
0.66;0.0175;0.125;0;0;0.456007743;-27.4002;-51.2276;1;0.162749577;0.504240875
0.51;0.05525;0.166;1;0;0.00521963;-5.50894;-38.2743;3;0.723732812;0.791181364
0.33;0.35;0.12;0;0;0;-21.12725;-48.988525;3;0.323499565;0.553840689
0.49;0.00125;0.2;0;0;0.851057123;-7.35029;-35.9031;2;0.676546561;0.843708001
0.45;0.053;0.01;0;0;0.098141303;-4.15002;-42.9477;3;0.75855636;0.687656573
0.49;0.015;0.064;0;0;0.08114082;-4.25245;-43.0108;3;0.755931499;0.686258786
0.45;0.0075;0.051;0;0;0.843651673;-7.02278;-35.8597;2;0.6849393;0.844669395
0.473;0.001;0.1;1;0;0;-14.4921;-42.686;1;0.493531254;0.693453731
0.427;0.0025;0.045;1;1;0.081597076;-22.3871;-44.9709;1;0.291214775;0.642838804
0.49;0.00675;0.077;0;0;1;-26.654;-53.44;3;0.181871623;0.455231963
0.498;0.00425;0.08;0;0;0.498995389;-14.4921;-42.686;1;0.493531254;0.693453731
0.716;0.0175;0.054;1;0;0.235842445;-5.50894;-38.2743;3;0.723732812;0.791181364
0.553;0.01025;0.02;1;1;0.590781519;-21.291;-50.3432;3;0.319303324;0.523832034
0.37;0;0.32;1;0;1;-9.53981;-57.4587;1;0.620438141;0.366210034
0.48;0.0025;0.1;0;0;0.011948975;-7.68827;-35.5114;3;0.66788552;0.852384909
0.56;0.007;0.039;0;0;0.45407004;-22.5347;-42.9895;1;0.287432392;0.686730622
0.42;0;0.05;1;0;0.732626927;-27.4002;-51.2276;3;0.162749577;0.504240875
0.58;0.00475;0.05;0;0;1;-26.9317;-53.0021;1;0.174755311;0.464932289
0.382;0.09025;0.032;1;0;1;-20.7994;-41.3948;1;0.331901016;0.722056292
0.609;0.025;0.1;0;0;0.028963606;-15.286;-59.0683;1;0.473186852;0.330554301
0.44;0.0225;0;0;0;1;-26.6109;-49.0054;1;0.1829761;0.553466875
0.428;0;0.069;0;0;0.536988665;-21.155686;-48.985858;3;0.322770867;0.553899768
0.6;0.0325;0.032;0;0;0.924266072;-18.8545;-41.9555;1;0.381740829;0.709635709
0.6;0.012;0.11;0;0;0.825429989;-20.768;-49.7184;3;0.33270567;0.537672555
0.52;0.006;0.068;0;0;0;-7.72049;-36.492;2;0.667059853;0.830662735
0.498;0.054;0.24;1;0;0.887798238;-5.50894;-38.2743;3;0.723732812;0.791181364
0.509;0.0005;0.15;;;0.171467639;-3.502788;-42.996545;3;0.775142262;0.686574562
0.334;0.0755;0.032;0;0;0.686130673;-26.9681;-53.6417;2;0.173822528;0.45076392
0.62;0;0.15;0;0;0;-21.0964;-41.0468;1;0.324290124;0.729765161
0.554;0.2445;0.012;1;0;0.667028066;-21.7708;-47.0852;2;0.307008017;0.596002996
0.269;0.00875;0.011;0;0;0.028850422;-20.8113;-49.3758;3;0.331596068;0.545261804
0.541;0.00475;0.096;1;0;0.801358808;-6.36281;-39.2892;2;0.701851625;0.768699379
0.52;0.00225;0.39;0;0;0.076656901;-18.8545;-41.9555;2;0.381740829;0.709635709
0.54;0.012;0.01;0;0;0.890103344;-20.6557;-49.3842;3;0.335583458;0.545075727
0.41;0.0045;0.03;0;0;0.558433766;-27.0233;-50.92;1;0.172407979;0.511054806
0.5;0.0875;0.137;0;0;0;-20.46543;-45.52399;3;0.340459298;0.630586798
0.48;0.013;0;;;0.171467639;-3.477945;-43.080981;3;0.775778886;0.684704142
0.4;0.027;0.049;0;0;0.640317418;-21.6137595;-42.8319455;1;0.311032321;0.690220757
0.596;0.0125;0.043;0;0;0.331044395;-26.8747;-52.4036;3;0.176215987;0.478190215
0.48;0.08525;0.15;0;0;1;-21.218565;-49.934875;3;0.321159536;0.532877218
0.49;0.0075;0.22;0;0;0.478337959;-5.80462;-61.2895;3;0.716155746;0.281350452
0.53;0.11;0;1;1;0;-7.41403;-35.0963;3;0.674913167;0.861580172
0.445;0.04975;0.022;0;0;1;-22.5483;-47.9096;3;0.28708388;0.577740951
0.49;0.0575;0.15;0;0;0.877821241;-4.70581;-40.5621;2;0.744313741;0.740502197
0.464;0.0025;0.1;0;0;0;-27.1659;-53.7166;1;0.168753725;0.449104741
0.732;0.00625;0.03;0;0;1;-22.7374;-47.3331;3;0.282238023;0.590511534
0.515;0.01425;0.17;0;0;0.089929205;-22.3675;-46.9428;1;0.291717043;0.599157429
0.56;0.1275;0.02;0;0;0.956406231;-18.9807;-41.2235;1;0.37850684;0.725850916
0.48;0.0225;0.02;0;0;0.027873298;-22.1576;-45.4562;1;0.297095919;0.632088477
0.52;0.01;0;0;0;0.81267592;-5.09194;-42.8034;1;0.734418812;0.690853095
0.542;0.09;0.45;0;0;0.035797716;-4.25245;-43.0108;3;0.755931499;0.686258786
0.56;0.024;0.09;0;0;0.805665945;-16.0809;-53.559;2;0.452816825;0.452595884
0.58;0.0625;0.55;0;0;1;-3.7657;-49.6773;2;0.768404906;0.538582999
0.4;0.00825;0.3;0;0;0.855262575;-7.02278;-35.8597;2;0.6849393;0.844669395
0.52;0.08;0.111;0;0;0.559503249;-5.73844;-39.63;3;0.717851668;0.761150004
0.46;0.014;0.01;0;0;0.076656901;-18.8545;-41.9555;1;0.381740829;0.709635709
0.54;0.0025;0.5;0;0;0.473440932;-18.7302;-47.4912;1;0.384926128;0.587009316
0.58;0.01425;0.051;0;0;0;-4.25245;-43.0108;3;0.755931499;0.686258786
0.48;0.012;0.05;0;0;0.604909205;-10.517;-55.231;1;0.595396768;0.415557871
0.59;0;0.02;;;0.022146448;-11.8176111;-55.4881389;3;0.562067439;0.40986175
0.412;0.11975;0.06;;;0.191260571;-3.57582;-42.606551;1;0.773270751;0.695213679
0.54;0.01;0.05;0;0;0.671311969;-21.1699;-47.8099;3;0.322406621;0.579949498
0.54;0.011;0.19;;;0.788932756;-11.9456944;-55.5231111;3;0.558785189;0.409087048
0.5;0.00725;0.06;0;0;0.152191986;-20.2083;-50.932;1;0.347048486;0.510788983
0.48;0.0035;0.2;0;0;0.864258808;-7.02278;-35.8597;2;0.6849393;0.844669395
0.48;0.001;0.086;0;1;0.267118134;-7.08848;-35.9592;2;0.683255678;0.842465279
0.573;0.0425;0.22;;;0.101835231;-15.11;-40.0684;1;0.477697011;0.751438601
0.437;0.13875;0.08;1;1;0.365042099;-7.56803;-44.06;3;0.670966778;0.66301699
0.49;0.00725;0.21;0;0;0.404787333;-19.5007;-41.0746;1;0.365181372;0.729149337
0.62;0.00375;0.15;0;0;0.023887026;-19.7472;-47.9381;1;0.358864588;0.577109622
0.5;0;0.164;;;0.135979919;-11.9411111;-55.5141667;3;0.55890264;0.409285184
0.43;0.01825;0.218;0;0;0.407645875;-27.1008;-53.4032;1;0.170421971;0.456047153
0.54;0.096;0.2;0;0;0.031935504;-22.4175;-44.2952;1;0.290435748;0.657806858
0.383;0.06275;0.126;1;1;0.084626422;-15.5785095;-39.4092049;1;0.465691033;0.76604104
0.48;0.0015;0.04;0;0;0;-14.7876;-39.2781;1;0.485958801;0.768945265
0.5;0.0575;0.04;0;0;0.545905442;-5.30454;-38.9132;1;0.728970746;0.777028501
0.54;0.10125;0.127;0;0;0.69016304;-22.5728;-44.969;1;0.286456046;0.642880893
0.615;0.0025;0.066;0;0;0.145811427;-21.5953;-46.8873;1;0.311505363;0.600386861
0.52;0.00575;0.152;0;0;0.463075476;-7.53075;-38.1962;2;0.671922112;0.792911429
0.72;0.008;0.09;0;0;0.868034448;-22.7374;-47.3331;3;0.282238023;0.590511534
0.7;0.00225;0.14;0;0;0;-7.02278;-35.8597;2;0.6849393;0.844669395
0.783;0.0005;0.089;0;0;0.866383701;-13.0716;-39.0038;3;0.529932845;0.775021537
0.45;0.00675;0.044;1;0;0.208033827;-26.7811;-53.3505;3;0.178614572;0.45721456
0.4;0.2875;0;0;0;0.424777309;-20.029298;-45.537397;3;0.351635573;0.630289807
0.41;0.01175;0.05;0;0;0.010995023;-4.334;-45.581;3;0.753841707;0.629323917
0.62;0.01875;0.02;0;0;1;-7.68827;-35.5114;3;0.66788552;0.852384909
0.599;0.045;0.169;1;0;0.023039754;-4.42585;-41.4482;3;0.751487968;0.720873379
0.44;0.1095;0.01;0;0;0.037244967;-4.334;-45.581;3;0.753841707;0.629323917
0.6;0.03;0.08;1;0;0.861197261;-21.0737;-48.4126;3;0.324871832;0.566598535
0.55;0.005;0.1;0;0;0.123414632;-5.18889;-48.1336;3;0.731934381;0.572778921
0.51;0.005;0.113;0;0;0.567060368;-4.25245;-43.0108;3;0.755931499;0.686258786
0.45;0.005;0.02;0;0;0.527410308;-31.7649;-52.3371;2;0.050900212;0.479663317
0.42;0.0165;0.27;0;0;0.447682868;-7.68827;-35.5114;3;0.66788552;0.852384909
0.52;0.0115;0;0;0;0.9651652;-5.73844;-39.63;2;0.717851668;0.761150004
0.62;0.0075;0.145;0;0;0.00828717;-7.02278;-35.8597;2;0.6849393;0.844669395
0.514;0.0125;0.089;0;0;1;-4.44617;-49.1153;1;0.75096725;0.551032379
0.365;0.1155;0.022;0;0;0.137644526;-26.3777;-50.1419;1;0.18895206;0.528291216
0.56;0.00325;0.387;;;0.191260571;-3.580712;-42.612662;1;0.77314539;0.695078308
0.705;0.04;0.144;0;0;0.464206994;1.0309;-51.182;2;0.891322097;0.505251002
0.591;0.0325;0.099;0;0;0.296244344;-6.86686;-36.3619;2;0.68893489;0.8335447
0.45;0.005;0.05;0;0;0;-2.63741;-56.729;1;0.797318352;0.382374292
0.52;0.005;0.02;0;0;0.099306909;-28.6326;-49.1322;1;0.131168218;0.550658012
0.482;0.005;0.172;0;0;0.000399052;-0.11909;-67.084;3;0.861852568;0.152991141
0.48;0;0.012;0;0;0.064764897;-4.38505;-41.5969;1;0.752533505;0.717579389
0.5;0.00925;0.033;0;0;0.174515514;-10.82377;-36.94628;3;0.587535511;0.820599559
0.46;0.032;0;0;0;0.076656901;-18.8545;-41.9555;3;0.381740829;0.709635709
0.23;0.005;0.143;0;0;0.03683153;-20.7668;-41.6734;1;0.332736421;0.715884767
0.56;0.07975;0.06;0;0;1;-5.73844;-39.63;3;0.717851668;0.761150004
0.49;0.0175;0.412;0;0;0.076656901;-18.8545;-41.9555;1;0.381740829;0.709635709
0.48;0.024;0.05;0;0;1;-3.7434953;-43.3725053;3;0.768973921;0.678246319
0.54;0.0225;0.03;0;0;0.037046409;-8.72618;-35.7942;2;0.641288142;0.846120346
0.6;0.043;0.091;1;0;0.805348695;-16.857;-53.0318;3;0.432928564;0.464274377
0.51;0.0115;0.236;1;0;0.513809579;-23.2037;-46.157;2;0.270288666;0.61656441
0.48;0.045;0.133;0;0;0.674897915;-17.2252;-46.8711;3;0.423493107;0.600745722
0.54;0.00025;0.1;;;0.010108557;-11.8176111;-55.4881389;3;0.562067439;0.40986175
0.58;0;0.031;0;0;0.152800202;-19.7472;-47.9381;1;0.358864588;0.577109622
0.388;0.07775;0.03;0;0;0.08114082;-4.25245;-43.0108;3;0.755931499;0.686258786
0.5;0.0025;0.3;0;0;0.121641724;-4.15002;-42.9477;3;0.75855636;0.687656573
0.59;0.0035;0.007;1;0;0.241056756;-7.94704;-35.3801;3;0.661254306;0.855293456
0.6;0.00575;0;0;0;0.574678447;-4.15002;-42.9477;3;0.75855636;0.687656573
0.56;0.00375;0.112;0;0;0.043567577;-20.1861;-49.3464;3;0.347617381;0.54591307
0.239;0.00975;0.296;0;0;1;-22.5483;-47.9096;3;0.28708388;0.577740951
0.52;0.0155;0.035;0;0;0.038173623;-8.8046;-35.6212;1;0.639278559;0.849952628
0.57;0.02375;0.05;0;0;0.476216789;-5.90213;-38.6227;2;0.713656965;0.783463635
0.36;0.0005;0.144;0;0;0.017112789;-7.41403;-35.0963;3;0.674913167;0.861580172
0.376;0.047;0;0;0;0.824228735;-9.84977;-57.8139;1;0.612495137;0.358341672
0.4;0.028;0;0;0;0.379171026;-7.59472;-37.6445;3;0.670282823;0.805132645
0.5;0.05;0.1;0;0;0.127914148;-27.0861;-48.616;1;0.170798672;0.562092834
0.149;0.0025;0.06;0;0;0.885194575;-5.14252;-45.7877;3;0.733122654;0.624745114
0.48;0.535;0.195;0;0;0.49806504;-18.8545;-41.9555;1;0.381740829;0.709635709
0.651;0.00775;0.045;0;0;0;-7.00039;-40.9282;3;0.685513064;0.732392379
0.525;0.0105;0.078;;;0.612921061;-3.6306757;-43.3213717;3;0.771865025;0.679379026
0.622;0.00225;0.044;0;0;0.160978638;-21.2325;-49.6451;3;0.320802439;0.539296291
0.52;0.08;0.1;0;0;0.930080345;-8.8046;-35.6212;1;0.639278559;0.849952628
0.53;0.025;0.2;0;0;0.387177337;-7.72049;-36.492;2;0.667059853;0.830662735
0.59;0.019;0.24;0;0;0.358792699;-1.93639;-50.8194;1;0.81528262;0.513283289
0.66;0.015;0.093;0;0;0.26857412;-28.1062;-52.1438;3;0.144657692;0.483945284
0.48;0.08125;0.107;0;0;0.285978606;-26.6109;-49.0054;1;0.1829761;0.553466875
0.238;0.008;0.145;0;0;0.028850422;-20.8113;-49.3758;3;0.331596068;0.545261804
0.6;0.0075;0;0;0;0.529922375;-4.25245;-43.0108;3;0.755931499;0.686258786
0.49;0.01;0.081;0;0;0.85867173;-18.461;-41.809;1;0.39182462;0.712880966
0.45;0.01875;0.08;0;0;0;-22.8495;-45.2325;1;0.279365359;0.637043861
0.391;0.005;0.063;0;0;0.790908123;-26.8747;-52.4036;3;0.176215987;0.478190215
0.48;0.0225;0.137;0;0;0.017461445;-22.1809;-47.3841;1;0.296498836;0.589381786
0.617;0.0875;0.16;0;0;0.482542371;-2.63741;-56.729;3;0.797318352;0.382374292
0.487;0.018;0.243;;;0.715445789;-3.57443;-42.6131;3;0.773306371;0.695068606
0.65;0.0175;0.191;0;0;0;-26.9317;-53.0021;1;0.174755311;0.464932289
0.65;0.01025;0.03;0;0;0.14817939;-22.3871;-44.9709;1;0.291214775;0.642838804
0.316;0.01025;0.04;0;0;0.205414236;-21.8322;-46.8913;3;0.305434587;0.600298253
0.56;0.005;0.02;0;0;0.53178717;-7.15803;-48.7165;3;0.681473397;0.559866566
0.56;0.01;0.029;0;0;0.63167126;-26.6876;-53.1545;3;0.181010593;0.461556336
0.741;0.01;0.213;0;0;0.519974092;-23.0731;-44.9576;1;0.273635408;0.643133425
0.77;0.11625;0.231;0;0;0.895952397;-31.7649;-52.3371;2;0.050900212;0.479663317
0.48;0;0.04;0;0;0.923126669;-22.3871;-44.9709;1;0.291214775;0.642838804
0.456;0.114;0.15;0;0;0.110068948;-5.73844;-39.63;3;0.717851668;0.761150004
0.58;0.03;0.036;0;0;0.104715001;-7.68827;-35.5114;3;0.66788552;0.852384909
0.536;0.0185;0.153;0;0;0.437433807;-22.3871;-44.9709;1;0.291214775;0.642838804
0.52;0;0.35;0;0;0.064793696;-20.781042;-49.259969;3;0.332371457;0.547827683
0.48;0.035;0.5;0;0;0.109798387;-5.73844;-39.63;2;0.717851668;0.761150004
0.61;0.0065;0.075;0;0;1;-22.4658;-42.6523;1;0.289198017;0.69420025
0.522;0.00625;0.038;0;0;1;-28.5986;-49.3335;1;0.132039499;0.54619883
0.48;0.0105;0.06;0;0;0.080358891;-22.4332;-46.9532;1;0.290033421;0.59892705
0.6;0.08;0.03;;;0.105581338;-3.6933;-43.019011;3;0.770260221;0.686076897
0.54;0.00225;0.1;0;0;0.187313477;-21.0737;-48.4126;3;0.324871832;0.566598535
0.6;0.00525;0.078;0;0;0.439898305;-21.463138;-49.190722;3;0.314892133;0.549361637
0.444;0.00875;0.092;0;0;0;-20.8113;-49.3758;3;0.331596068;0.545261804
0.535;0.013;0.184;0;0;0.03906362;-2.12696;-46.1228;3;0.810399093;0.617322005
0.457;0.0025;0.18;;;0.983768024;-11.8176111;-55.4881389;3;0.562067439;0.40986175
0.595;0.00525;0.053;0;0;0.522719141;-18.8545;-41.9555;1;0.381740829;0.709635709
0.503;0.0055;0.153;1;0;1;-13.1673;-39.4213;2;0.527480446;0.76577311
0.518;0.037;0.135;0;0;0.58629739;-22.3871;-44.9709;1;0.291214775;0.642838804
0.52;0.006;0.035;;;0.434621082;-14.6518;-54.7819;3;0.489438798;0.425506299
0.46;0.0025;0.001;0;0;0.784054629;-7.00039;-40.9282;3;0.685513064;0.732392379
0.42;0.00225;0.087;0;0;0;-4.39154;-59.5874;3;0.752367192;0.319055238
0.52;0.00925;0.15;0;0;0.361762495;-13.3669;-39.073;3;0.522365517;0.773488624
0.45;0.03;0.057;0;0;0.000399052;-0.11909;-67.084;3;0.861852568;0.152991141
0.49;0.0005;0.32;0;0;0.650896154;-22.4658;-42.6523;1;0.289198017;0.69420025
0.478;0.059;0.15;0;0;0.211257108;-20.8113;-49.3758;3;0.331596068;0.545261804
0.6;0.00125;0.2;0;0;0.529922375;-4.25245;-43.0108;3;0.755931499;0.686258786
0.46;0;0.086;0;0;0.000399052;-0.11909;-67.084;3;0.861852568;0.152991141
0.298;0.0075;0.158;0;0;0.456778099;-14.7876;-39.2781;1;0.485958801;0.768945265
0.544;0.16325;0;0;0;0.52896214;-28.136814;-54.87576;3;0.14387318;0.423427119
0.515;0.0235;0.16;1;0;0.002045984;-8.08546;-37.6443;2;0.657707169;0.805137075
0.484;0.003;0.14;0;0;1;-5.73844;-39.63;2;0.717851668;0.761150004
0.54;0.00525;0.3;1;0;0.157106642;-21.6025;-48.364;3;0.311320856;0.567675118
0.697;0.0005;0.05;0;0;0.021278508;-18.8545;-41.9555;1;0.381740829;0.709635709
0.45;0.004;0.103;;;1;-11.8176111;-55.4881389;3;0.562067439;0.40986175
0.592;0.07075;0;0;0;1;-8.9488;-44.1296;3;0.635583304;0.661475216
0.49;0.02325;0.05;0;0;0;-6.86686;-36.3619;2;0.68893489;0.8335447
0.378;0.1025;0.026;1;1;0.26649183;-18.9097;-41.363;1;0.380326279;0.722760723
0.5;0.029;0.106;1;0;0.086153228;-10.82377;-36.94628;3;0.587535511;0.820599559
0.241;0.001;0.163;0;0;0.725980946;-7.68827;-35.5114;3;0.66788552;0.852384909
0.4;0.025;0.102;0;0;0.110068948;-5.73844;-39.63;3;0.717851668;0.761150004
0.56;0.0095;0.1;1;0;0;-25.5859;-49.4047;3;0.209242647;0.544621613
0.58;0.07125;0;0;0;0.027318828;-13.45346;-56.72756;3;0.520147339;0.38240619
0.503;0.003;0.173;1;0;0.134521452;-26.654;-53.44;3;0.181871623;0.455231963
0.58;0.0005;0.228;;0;0.532036659;-10.8651;-55.1872;1;0.586476393;0.416528125
0.63;0.01075;0.061;0;0;0.021278508;-18.8545;-41.9555;1;0.381740829;0.709635709
0.66;0.00725;0.111;0;0;0.065486839;-23.6125;-45.4125;1;0.259812798;0.633056516
0.5;0.0045;0.02;0;0;1;-22.5832;-47.523;3;0.286189536;0.586304884
0.5;0.00975;0.036;0;0;0.466996561;-22.1576;-45.4562;1;0.297095919;0.632088477
0.546;0.0005;0.167;0;0;0.150620759;-22.7338;-47.6476;3;0.282330276;0.583544755
0.323;0.01075;0.076;0;0;0.005251695;-4.1209;-38.4707;3;0.759302586;0.786830727
0.54;0.007;0.2;0;0;0.098141303;-4.15002;-42.9477;3;0.75855636;0.687656573
0.49;0.00075;0.2;0;0;1;-27.0984;-53.5977;1;0.170483474;0.451738605
0.404;0.04675;0.023;0;0;1;-22.1809;-47.3841;3;0.296498836;0.589381786
0.55;0;0.08;0;0;1;-26.2495;-49.3831;1;0.1922373;0.545100095
0.4;0.02125;0.138;0;0;0.923580054;-23.6125;-45.4125;1;0.259812798;0.633056516
0.48;0.005;0.05;;;1;-11.9456944;-55.5231111;3;0.558785189;0.409087048
0.47;0.0025;0.04;1;0;0.226056611;-26.6809;-53.3172;3;0.181182287;0.457952219
0.54;0.00225;0.15;0;0;0.10040696;-28.3144;-49.1806;1;0.139322379;0.549585859
0.5;0.0115;0.15;0;0;0.006747831;-4.38505;-41.5969;3;0.752533505;0.717579389
0.47;0.05125;0.03;0;0;0;-23.3171;-46.5897;3;0.267382688;0.606979273
0.52;0.0025;0.06;0;0;1;-7.54473;-35.7066;3;0.671563862;0.848060854
0.47;0.00125;0.11;1;0;0.444087351;-26.8215;-53.2767;3;0.177579285;0.458849372
0.49;0.0175;0.033;0;0;0.532564591;-5.50894;-38.2743;3;0.723732812;0.791181364
0.615;0.00725;0.088;0;0;0.881961518;-3.29066;-60.6216;1;0.780578233;0.296145721
0.7;0.035;0.021;0;0;0.212578401;-2.85379;-44.0357;3;0.79177342;0.663555282
0.546;0.00375;0.124;0;0;0.605822043;-26.687;-53.2511;3;0.181025969;0.459416461
0.54;0.00325;0;0;0;0.385387711;-22.5347;-42.9895;1;0.287432392;0.686730622
0.45;0.006;0.09;0;0;0.715164312;-5.09194;-42.8034;3;0.734418812;0.690853095
0.505;0.0085;0.1;1;0;0.125025141;-15.768;-58.3108;3;0.460835169;0.347334382
0.47;0.02475;0.2;0;0;1;-19.5007;-41.0746;1;0.365181372;0.729149337
0.56;0.01175;0;0;0;0.51827625;-20.7994;-41.3948;1;0.331901016;0.722056292
0.58;0.0315;0.25;0;0;0.641994038;-26.8747;-52.4036;3;0.176215987;0.478190215
0.295;0.0075;0.029;0;0;0.256900674;-8.00679;-35.204;3;0.659723158;0.85919441
0.52;0.00775;0.05;0;0;0.418391188;-26.6388;-52.6799;3;0.182261137;0.472069639
0.465;0.0005;0.1;0;0;1;-4.42585;-41.4482;3;0.751487968;0.720873379
0.456;0.0005;0.133;0;0;0.124366768;-22.7374;-47.3331;3;0.282238023;0.590511534
0.522;0.01075;0.055;0;0;0.482542371;-2.63741;-56.729;3;0.797318352;0.382374292
0.54;0.0075;0.1;;;0.715445789;-3.42135;-42.859124;3;0.777229184;0.689618701
0.344;0.01725;0.067;0;0;0.884909339;-3.45214;-44.7665;1;0.776440163;0.647366657
0.62;0.045;0.141;0;0;0.272343234;-26.654;-53.44;3;0.181871623;0.455231963
0.365;0.0755;0.004;0;0;1;-29.108;-49.6328;2;0.118985665;0.53956876
0.52;0;0.03;0;0;1;-7.00039;-40.9282;3;0.685513064;0.732392379
0.55;0.0045;0.03;0;0;0.751722391;-7.15803;-48.7165;3;0.681473397;0.559866566
0.54;0.0275;0.16;0;0;0;-7.15479;-35.9543;2;0.681556425;0.842573823
0.5;0.00425;0.22;0;0;0.144557096;-23.2037;-46.157;3;0.270288666;0.61656441
0.43;0.0525;0;0;0;0.49806504;-18.8545;-41.9555;3;0.381740829;0.709635709
0.46;0.0025;0.1;0;0;0.906069507;-31.7649;-52.3371;2;0.050900212;0.479663317
0.77;0.107;0.25;0;0;0.015619723;-22.7374;-47.3331;3;0.282238023;0.590511534
0.42;0.0225;0.12;0;0;0;-21.1699;-47.8099;3;0.322406621;0.579949498
0.64;0.002;0.2;;;0.237921604;-3.701883;-43.070488;3;0.770040274;0.684936582
0.52;0.00975;0.01;1;0;1;-25.5859;-49.4047;3;0.209242647;0.544621613
0.48;0.01425;0.06;0;0;0.094984802;-22.7374;-47.3331;3;0.282238023;0.590511534
0.542;0.0025;0.2;0;0;0.003409785;-4.25245;-43.0108;3;0.755931499;0.686258786
0.44;0.01;0.15;0;0;0.337695027;-4.38505;-41.5969;3;0.752533505;0.717579389
0.56;0.001;0.08;0;0;1;-22.4658;-42.6523;1;0.289198017;0.69420025
0.245;0.0375;0.084;0;0;0;-20.5396;-44.6336;1;0.338558625;0.650310647
0.56;0.00225;0;0;0;0.312075984;-27.0861;-48.616;1;0.170798672;0.562092834
0.56;0.0125;0.09;0;0;0;-21.2325;-49.6451;3;0.320802439;0.539296291
0.277;0.00375;0.06;0;0;0.041720862;-7.00039;-40.9282;3;0.685513064;0.732392379
0.56;0.005;0.04;0;0;0.175178998;-26.7351;-52.964;1;0.179793363;0.465776278
0.54;0.002;0.15;0;0;0.914367141;-1.41412;-51.6338;1;0.828666259;0.495242764
0.49;0.021;0.2;1;0;0.249810332;-26.9317;-53.0021;1;0.174755311;0.464932289
0.61;0;0.08;0;0;0;-18.461;-41.809;1;0.39182462;0.712880966
0.5;0.06;0.14;0;0;0.052781056;-21.8235;-47.248;1;0.305657532;0.592396663
0.208;0.12;0.45;;;0.592017198;-3.462227;-42.904512;3;0.776181674;0.68861327
0.5;0.0045;0.026;0;0;0.071838647;-5.13272;-49.3358;3;0.733373788;0.54614788
0.48;0.032;0.055;0;0;0.732626927;-27.4002;-51.2276;3;0.162749577;0.504240875
0.44;0.0225;0.098;0;0;0.499262537;-22.8495;-45.2325;1;0.279365359;0.637043861
0.62;0.00175;0.1;0;0;0.518467225;-20.6945;-50.0436;3;0.334589173;0.53046875
0.596;0.019;0.127;0;0;1;-4.25245;-43.0108;3;0.755931499;0.686258786
0.48;0.0165;0;0;0;0;-18.8545;-41.9555;3;0.381740829;0.709635709
0.473;0.014;0.1;0;0;0.163370917;-23.3171;-46.5897;3;0.267382688;0.606979273
0.368;0.02625;0.172;0;0;0.06674206;-21.6175283;-42.8393299;1;0.310935743;0.690057179
0.6;0.0195;0.14;0;0;0.35921378;-5.09194;-42.8034;1;0.734418812;0.690853095
0.316;0.0025;0.08;0;0;0.573371021;-20.2083;-50.932;1;0.347048486;0.510788983
0.62;0.005;0.05;0;0;0.108818612;-28.6146;-49.0296;2;0.131629484;0.552930799
0.62;0.0485;0.095;0;0;0.674897915;-17.2252;-46.8711;3;0.423493107;0.600745722
0.413;0.0775;0.02;0;0;0;-21.8322;-46.8913;3;0.305434587;0.600298253
0.54;0;0.03;0;0;1;-5.74973;-47.3646;3;0.717562352;0.589813749
0.4;0.01625;0.04;0;0;0;-5.73844;-39.63;2;0.717851668;0.761150004
0.459;0.02575;0.061;1;1;0.233029958;-7.94704;-35.3801;3;0.661254306;0.855293456
0.836;0.004;0.036;0;0;0.023039754;-4.42585;-41.4482;3;0.751487968;0.720873379
0.522;0.00425;0.08;0;0;0.646641945;-26.8215;-53.2767;3;0.177579285;0.458849372
0.46;0.0045;0.009;0;0;0.002507972;-20.665;-44.3334;3;0.335345137;0.656960654
0.414;0.05175;0.024;;;0.171467639;-3.701883;-43.070488;3;0.770040274;0.684936582
0.517;0.02;0.1;0;0;0.45782607;-21.5953;-46.8873;1;0.311505363;0.600386861
0.45;0.0025;0.08;0;0;0.600247349;-21.996;-47.4257;3;0.301237065;0.588460266
0.56;0.06;0;0;0;1;-26.6876;-53.1545;3;0.181010593;0.461556336
0.464;0.005;0.159;0;0;0.605622561;-7.00039;-40.9282;3;0.685513064;0.732392379
0.37;0.0525;0.025;;;0.886296042;-7.41403;-35.0963;3;0.674913167;0.861580172
0.62;0.82025;0;0;0;0.076656901;-18.8545;-41.9555;1;0.381740829;0.709635709
0.48;0.00275;0.15;0;0;0.999530194;-20.5466;-41.6667;1;0.338379244;0.716033184
0.58;0;0.128;0;0;0.603251103;-22.5539;-45.7803;2;0.286940375;0.624909039
0.49;0.02;0.035;0;0;0.836745424;-20.7343;-42.0313;1;0.333569262;0.707956594
0.566;0;0.182;0;0;0.792675411;-12.2875;-50.9686;3;0.550026113;0.509978222
0.48;0.003;0.09;0;0;0;-7.00039;-40.9282;3;0.685513064;0.732392379
0.61;0.01475;0.08;0;0;0.590781519;-21.291;-50.3432;3;0.319303324;0.523832034
0.514;0.0175;0.028;0;0;1;-22.4175;-44.2952;1;0.290435748;0.657806858
