pH;Turbidez;CRL;Coliformes;Ecoli;Precipitação;Norte;Nordeste;Centro-Oeste;Sudeste;Sul;Latitude;Longitude;Manancial
6.69;0.25;0.88;0;0;0.378083035;0;0;0;0;1;-26.635;-52.4556;3
4.6;1.4;0.25;1;0;1;0;0;0;0;1;-32.07217;-52.25684;1
5.39;0.3;1.4;0;0;0.840852132;1;0;0;0;0;-11.169;-61.8986;1
8.38;18.8;0.3;0;0;0.670908325;0;1;0;0;0;-14.6623;-41.4915;2
6.7;0.1;1.46;0;0;0.706839534;0;1;0;0;0;-5.35875;-42.6776;3
7.34;0.4;2.99;0;0;0.797681752;0;1;0;0;0;-12.1144;-43.8958;1
7.02;0;0.74;0;0;0.061876836;0;1;0;0;0;-8.23599;-41.6873;3
7.3;0.02;0.89;0;0;1;0;0;0;0;1;-27.0996;-51.2473;3
7.6;0.75;0;0;0;0.039741237;0;1;0;0;0;-4.58571;-42.8583;1
6.6;0.3;2.6;0;0;0.040398158;0;0;0;0;1;-32.175892;-52.169097;1
6.81;0.13;1.02;0;0;0.746474596;0;0;1;0;0;-15.452;-47.6089;1
6.18;0.39;2.7;0;0;0.149778854;0;0;0;1;0;-20.6229;-41.6937;1
8.6;30;0.6;0;0;1;0;0;0;0;1;-27.0026;-51.4084;1
7.2;0.01;1.03;1;0;1;0;0;0;1;0;-24.7147;-47.8742;1
6.8;1.1;3.5;0;0;0.193780042;0;0;0;1;0;-23.6022;-46.919;2
7.16;0.02;2;0;0;0.097929514;0;1;0;0;0;-14.3598;-40.2064;1
7.2;0.14;1.6;0;0;0.06349066;0;1;0;0;0;-8.41519;-37.0577;2
6.56;0.02;0.7;0;1;0.20951085;1;0;0;0;0;-10.9056;-62.242;2
6.8;0.24;0;0;0;0.745679374;0;1;0;0;0;-7.21276;-44.1889;3
7.89;0.3;0.01;0;0;0.691231886;0;1;0;0;0;-5.54637;-47.4217;3
6.3;0.47;1.55;0;0;1;0;0;0;1;0;-20.0407;-47.7466;3
6.14;4.01;1.62;1;0;1;0;1;0;0;0;-5.79357;-35.1986;1
5;0;2.2;0;0;0.204843987;0;1;0;0;0;-8.65791;-36.3293;2
6.5;0.4;1;1;0;0.485188052;1;0;0;0;0;-13.187;-60.8168;2
7.65;0.1;0;1;0;0.037338876;0;1;0;0;0;-13.8509;-40.0877;1
7.85;1.19;1.7;1;0;0.087050605;0;0;1;0;0;-15.452;-47.6089;1
7.71;2.6;1.27;0;0;0.387833812;0;1;0;0;0;-12.1144;-43.8958;1
6.8;0.22;2;0;0;0.57581977;0;0;0;1;0;-19.3999;-41.1746;1
7;0.7;2.07;0;0;0.66740889;0;0;0;0;1;-32.11127;-52.11422;1
6.8;0;1.2;0;0;0.183563265;0;0;0;1;0;-22.7181;-42.6276;1
7.4;2.66;1.66;0;0;0.778764001;0;1;0;0;0;-10.012;-37.8932;3
8.5;0.05;1.69;0;0;0.292460712;0;1;0;0;0;-10.3182;-38.4014;3
7.67;0.21;1.61;0;0;0.087050605;0;0;1;0;0;-15.452;-47.6089;1
7.24;0.37;0.1;1;0;0.074487181;0;1;0;0;0;-8.13436;-41.1431;2
6.42;1.5;2.01;0;0;0;0;1;0;0;0;-11.9472;-37.9469;3
7.4;0.04;1.5;0;0;0.06349066;0;1;0;0;0;-8.41519;-37.0577;2
7.8;0;1.3;0;0;0.016696102;0;1;0;0;0;-5.81673;-42.5147;3
6.62;1;0.5;0;0;0.588854313;0;0;0;1;0;-21.5556;-45.4364;1
7.12;0.86;0.1;0;0;0.309289989;0;1;0;0;0;-11.8618;-38.7639;3
7.47;0;;1;0;0.852293088;0;1;0;0;0;-12.1144;-43.8958;1
7.8;0.11;5;0;0;0.202047483;0;1;0;0;0;-7.37696;-37.4787;2
6.8;0;0.8;0;0;0.179767244;0;1;0;0;0;-2.88769;-40.1183;3
6.54;0.69;1.5;0;0;0.541647574;0;0;0;1;0;-21.0274;-41.6636;1
7;1.65;1;0;0;0.178709831;0;1;0;0;0;-3.46788;-43.9134;1
7.56;0.39;2;0;0;0.852293088;0;1;0;0;0;-12.1144;-43.8958;1
7.95;1.12;0.8;0;0;0.379089062;0;1;0;0;0;-8.23599;-41.6873;3
6.7;0.1;0.81;0;0;0.428240967;0;0;0;0;1;-25.4195;-49.2646;1
6.58;1;0.52;0;0;0.764068698;0;0;0;1;0;-21.5556;-45.4364;1
7.92;0.6;0.01;0;0;0.691231886;0;1;0;0;0;-5.54637;-47.4217;3
6.82;0.04;1.28;0;0;0.007174011;0;1;0;0;0;-7.66373;-35.1002;1
6.5;0;1.07;0;0;0.554324621;0;0;0;0;1;-26.5716;-52.3229;1
7;2;2;0;0;0.347384993;0;1;0;0;0;-4.609;-45.049;3
1.6;;1.8;;;0.749215476;0;1;0;0;0;-8.83951;-35.4591;2
6.36;0.02;0.2;0;0;0;0;1;0;0;0;-12.958587;-38.4673789;1
7.3;0;1.72;0;0;0.852293088;0;1;0;0;0;-12.1144;-43.8958;1
7.4;0.12;0.2;0;0;0.584812645;0;1;0;0;0;-8.41519;-37.0577;2
6;0.5;0.69;0;0;0.004841072;0;1;0;0;0;-2.76141;-42.2755;1
6.68;1.17;0.11;0;0;0.028599177;1;0;0;0;0;-10.9056;-62.242;2
8.66;0.1;4.01;1;0;0.514127547;0;1;0;0;0;-10.4374;-39.3321;3
6.95;1.29;0.08;1;1;0.028599177;1;0;0;0;0;-10.9056;-62.242;2
7.1;0.2;1.43;0;0;1;0;1;0;0;0;-8.81175;-36.0137;1
7.42;1.2;0.58;0;0;1;0;0;0;1;0;-22.2386;-45.4654;1
6.89;0.22;0.92;0;0;0.499797421;0;1;0;0;0;-14.5003;-42.2229;2
9.1;1;1.55;0;0;0.583205822;0;0;0;1;0;-22.5249;-45.4945;1
6.8;4.6;0.45;0;0;0.002180358;0;1;0;0;0;-2.88769;-40.1183;3
6.6;1;0.6;0;0;0.764068698;0;0;0;1;0;-21.5556;-45.4364;1
0;3;0.15;1;0;0.837966527;1;0;0;0;0;-9.06596;-68.6571;1
7.2;0.52;0;0;0;0.63653603;0;0;0;1;0;-21.638;-41.0446;3
7.79;1.02;2;0;0;0.822229375;0;1;0;0;0;-7.568329;-35.026128;3
7.23;0.19;0.92;0;0;0.000921853;0;1;0;0;0;-14.0334;-42.1328;2
6.7;1.45;2;;;0.280459248;0;1;0;0;0;-10.9428;-40.4155;
7.25;0.19;0.91;0;0;0.000667318;0;1;0;0;0;-14.5003;-42.2229;2
7.23;0.5;1.83;1;0;0.778764001;0;1;0;0;0;-10.012;-37.8932;3
0;2;0;;;0.259254599;1;0;0;0;0;-9.06596;-68.6571;1
5;0;0.5;0;0;0.97607305;0;1;0;0;0;-8.65791;-36.3293;2
5.2;0.2;0.8;0;0;0.541647574;0;0;0;1;0;-21.0274;-41.6636;1
4.4;0;1.2;0;0;1;0;1;0;0;0;-8.50957;-35.3698;1
6.69;1.79;0.4;0;0;0.499797421;0;1;0;0;0;-14.5003;-42.2229;2
7.59;3.24;2;;;0;0;1;0;0;0;-8.13436;-41.1431;2
6.65;0.05;1.7;0;0;0.080217956;0;1;0;0;0;-10.3856;-38.3401;3
6.45;0.33;1;0;0;0;0;1;0;0;0;-11.7107;-40.1437;2
6.52;0.55;1;0;0;0.387833812;0;1;0;0;0;-12.1144;-43.8958;1
6.5;0.13;2;0;0;0.678637859;0;1;0;0;0;-8.13436;-41.1431;2
7.5;2.56;1.17;0;0;0.79976671;0;0;1;0;0;-15.452;-47.6089;1
6.7;0.5;1;0;0;0.49797532;0;0;0;1;0;-20.6931;-41.8405;1
8.1;0.1;0.6;0;0;0.335510242;0;1;0;0;0;-14.3847;-41.8842;1
7.04;0.1;1.1;1;1;0.296036251;0;1;0;0;0;-11.8618;-38.7639;3
6.57;0.25;0.77;0;0;0.572015017;0;1;0;0;0;-14.3371;-43.7686;1
7.25;0.75;2;0;0;0.01237334;0;1;0;0;0;-8.13436;-41.1431;2
7.1;2.88;1.3;0;0;0.226171338;0;0;0;0;1;-27.0996;-51.2473;3
6.45;0.34;0.49;0;0;0.315529922;0;0;1;0;0;-18.4859;-49.4766;1
5.87;1.61;0.8;0;0;0.124139215;0;1;0;0;0;-12.8932;-38.68;1
7.1;3.4;1;0;0;1;0;1;0;0;0;-8.81175;-36.0137;1
7.22;2.12;2.8;0;0;0.978174167;0;1;0;0;0;-7.5620817;-34.999335;2
7.4;0.12;;0;0;0.026657011;0;1;0;0;0;-7.10098;-36.8458;2
4.73;2.08;0;1;0;0.075882699;0;1;0;0;0;-2.39574;-44.4062;1
6.5;1.05;0.02;1;0;0.843971631;0;0;0;0;1;-27.0772;-52.1289;1
7;0;0;1;0;0.455475571;0;0;0;0;1;-26.9592;-50.4252;1
7;1.2;;0;0;0.170271988;0;1;0;0;0;-10.3524;-37.7002;1
6;1.4;;;;0.176423086;0;1;0;0;0;-10.3524;-37.7002;1
6.5;1.4;;0;0;0.090599818;0;1;0;0;0;-10.3524;-37.7002;1
7;1;1;0;0;0.216387187;0;1;0;0;0;-10.8996;-37.0323;3
6.58;1;0.52;1;0;0.764068698;0;0;0;1;0;-21.5556;-45.4364;1
6.22;0.02;2.31;0;0;0.396011307;0;1;0;0;0;-12.8937082;-38.440751;1
6.8;1.45;1.9;0;1;0.841087311;0;1;0;0;0;-5.35875;-42.6776;3
6.41;6.01;1.9;0;0;0.870697674;0;1;0;0;0;-13.7782;-39.683;1
7.1;1.1;0.5;0;0;0.871475336;0;1;0;0;0;-8.81175;-36.0137;1
7.1;0.69;0.8;0;0;0.781524822;0;1;0;0;0;-14.5003;-42.2229;2
6.6;1.3;0.7;1;0;0.739105856;0;1;0;0;0;-11.1397;-37.6195;1
6.6;1.7;1.1;0;0;0;0;0;1;0;0;-18.4859;-49.4766;1
8.21;1.65;;1;0;0.353358666;0;1;0;0;0;-7.564949;-35.011637;3
6.8;0;2.61;0;0;0.002180358;0;1;0;0;0;-2.88769;-40.1183;3
6;0;0.45;0;0;0.352263294;0;1;0;0;0;-8.65791;-36.3293;2
7.24;0.661;2.13;0;0;0.610667923;0;1;0;0;0;-12.956929;-38.4954377;1
7.47;0;1.81;0;0;0;0;0;0;1;0;-22.7542;-47.1488;1
6.17;0.66;1;0;0;0.14421948;0;0;0;1;0;-20.6931;-41.8405;1
7.3;1.02;1.2;0;0;0.28621928;1;0;0;0;0;-4.2416;-69.9383;1
7.51;0.4;1.15;0;0;0.982977923;0;1;0;0;0;-12.1144;-43.8958;1
7.93;1.84;2.5;0;0;0.035886271;0;1;0;0;0;-11.38515;-41.83322;1
6.7;6.9;1.34;0;0;0.791826987;0;1;0;0;0;-11.3809;-37.6623;1
7.36;0;1;0;0;0.015003317;0;1;0;0;0;-8.23599;-41.6873;3
6.9;1.2;;0;0;0.170271988;0;1;0;0;0;-10.3524;-37.7002;1
7.2;0.7;0.33;0;0;0.686066209;0;0;0;0;1;-31.8419;-52.8004;2
5.93;1.8;;0;0;0.034458904;1;0;0;0;0;-11.169;-61.8986;1
6.8;;5;0;0;0.266677155;0;0;0;1;0;-22.8058;-43.3729;1
6;0.36;1;0;0;0.003436022;0;1;0;0;0;-2.76141;-42.2755;1
7;1.03;1.87;0;1;0;0;1;0;0;0;-8.81175;-36.0137;1
2;1.9;0;0;0;0.700489629;0;1;0;0;0;-12.0884;-38.4969;3
5.26;0.1;0.8;0;0;0.461481481;0;1;0;0;0;-11.7107;-40.1437;2
7.84;0;0.54;;;0.794669968;0;0;1;0;0;-16.6173;-48.9616;3
5.96;0.5;;0;0;0.182867903;1;0;0;0;0;-11.169;-61.8986;1
7.5;0.41;0;1;0;0.652088516;0;1;0;0;0;-9.38465;-37.0965;1
8.37;0.34;4;0;0;0.287163735;0;1;0;0;0;-7.287;-37.0925;2
5;0.09;0.16;0;0;0;0;0;0;1;0;-23.7161;-46.8572;2
6.8;0.2;0.2;1;0;0.459616532;0;0;0;1;0;-20.9632;-42.0465;1
0;1;0.14;;;0.030281046;1;0;0;0;0;-9.06596;-68.6571;1
6.8;1.1;0.1;0;0;0.179767244;0;1;0;0;0;-2.88769;-40.1183;3
6.7;0.1;1.13;0;0;0;0;1;0;0;0;-3.27674;-45.1768;3
6.8;0.01;0.5;0;0;0;0;0;0;1;0;-22.7181;-42.6276;1
8.9;0.49;0.2;1;0;0.243409426;0;1;0;0;0;-9.01241;-42.6987;1
6.81;0.25;0.89;0;0;0.499797421;0;1;0;0;0;-14.5003;-42.2229;2
6.3;0;0.75;0;0;1;0;0;0;1;0;-20.0407;-47.7466;3
7.2;0.83;0.02;0;0;0.2792455;0;0;0;1;0;-20.9276;-41.8701;1
8.03;0.39;;0;0;0.648509877;0;1;0;0;0;-7.605978;-34.898108;3
6.73;1.39;0.1;0;0;0.169205163;0;1;0;0;0;-7.18168;-34.49151;3
6.76;0.1;0;1;0;0.613843052;0;1;0;0;0;-14.2021;-41.6696;2
6.8;0.77;0.1;0;0;0.689819244;0;0;0;1;0;-22.7181;-42.6276;1
6.7;0.21;0.75;1;0;0.921525736;0;1;0;0;0;-13.9109;-42.8439;1
7.5;0.54;1.19;0;0;0.847356575;0;1;0;0;0;-10.3524;-37.7002;1
7.4;0;1;0;0;0.689819244;0;0;0;1;0;-22.7181;-42.6276;1
4.4;0.66;;1;0;0.271899017;1;0;0;0;0;-1.9138771;-55.5171032;3
6.29;0.04;1;0;0;1;0;1;0;0;0;-11.2329;-38.4871;3
6.82;0;1;0;0;0.54439553;0;1;0;0;0;-8.81175;-36.0137;1
7.59;0.24;1.5;0;0;0.881122048;0;1;0;0;0;-14.5003;-42.2229;2
7.09;2.63;3.2;0;0;0.978174167;0;1;0;0;0;-7.559052;-34.994318;2
6.5;1;0;0;0;1;0;0;0;0;1;-26.9592;-50.4252;1
1.5;;1.6;;;0.749215476;0;1;0;0;0;-8.83951;-35.4591;2
7.24;0.99;2;0;0;0.074487181;0;1;0;0;0;-8.13436;-41.1431;2
6.68;0.1;1.44;0;0;0.778764001;0;1;0;0;0;-10.012;-37.8932;3
6.59;0;0.8;0;0;0.135193043;0;1;0;0;0;-8.23599;-41.6873;3
6.73;1;0.56;0;0;0.175942862;0;0;0;1;0;-21.5556;-45.4364;1
7.75;0;0.64;0;0;0.15061334;0;0;1;0;0;-15.452;-47.6089;1
6.58;1;0.52;1;0;0.764068698;0;0;0;1;0;-21.5556;-45.4364;1
8.3;0.1;1;0;0;0.794614404;0;1;0;0;0;-11.5272;-39.0776;3
7.92;0.11;1.2;0;0;0.2456323;0;1;0;0;0;-15.4993;-41.2414;1
6;2.9;1.53;0;0;0.571386365;0;0;0;1;0;-23.7067;-46.4058;1
6.4;0.84;0.43;0;0;1;0;0;0;0;1;-26.9592;-50.4252;1
7.2;0.71;0.45;0;0;0.066175148;0;0;0;0;1;-28.9869;-49.643;1
5.83;0.02;0.5;0;0;0.646589388;0;1;0;0;0;-16.8488;-40.1641;1
6;0.8;0.75;1;0;0.052514957;0;0;0;1;0;-23.7067;-46.4058;1
6;1.16;0.9;0;0;1;0;0;0;0;1;-26.9592;-50.4252;1
6.8;;5;0;0;0.606513531;0;0;0;1;0;-22.8058;-43.3729;1
7.2;0.6;0.3;0;0;0.802527494;1;0;0;0;0;-11.8881;-49.1609;3
1.5;;1.6;;;0.749215476;0;1;0;0;0;-8.83951;-35.4591;2
7.6;0.25;0.73;0;0;0.881122048;0;1;0;0;0;-14.5003;-42.2229;2
0.3;0.29;0.78;0;0;0.762358605;0;1;0;0;0;-14.3371;-43.7686;1
7.29;0.02;2;0;0;0.780737018;0;1;0;0;0;-12.9569299;-38.4954377;1
7.66;1.94;2;0;0;0.822229375;0;1;0;0;0;-7.561882;-34.988641;2
7.2;1;0.5;0;0;0.458426534;1;0;0;0;0;-11.8881;-49.1609;3
7;2.37;0;0;0;0.132610411;0;0;0;0;1;-27.0996;-51.2473;3
7.2;1.8;1.5;0;0;0;0;0;1;0;0;-18.4859;-49.4766;1
6.22;1.5;0.21;0;0;0.313063911;0;1;0;0;0;-16.4435;-39.0643;1
7.08;2.93;2.5;0;0;0.978174167;0;1;0;0;0;-7.558534;-34.995688;2
6.8;0.04;5.5;0;0;1;0;1;0;0;0;-8.41519;-37.0577;2
6.18;2.74;1;0;0;1;0;1;0;0;0;-11.2329;-38.4871;3
7.07;0;0.94;0;0;0.727224327;0;0;1;0;0;-15.452;-47.6089;1
6.8;1.33;1.12;0;0;1;0;1;0;0;0;-11.3809;-37.6623;1
7.2;0.7;0.5;1;0;0.017865464;1;0;0;0;0;-11.8881;-49.1609;3
6.8;1.31;0.5;0;0;0.402572242;0;0;0;1;0;-19.3999;-41.1746;1
6.56;0.86;1.44;0;0;0.627865046;0;1;0;0;0;-10.9578;-41.0756;3
6.49;0.02;0.78;0;0;0.061876836;0;1;0;0;0;-8.23599;-41.6873;3
6;0;0.71;0;0;0.015566746;0;0;0;1;0;-20.0407;-47.7466;3
8.41;1.74;;1;0;0.353358666;0;1;0;0;0;-7.567241;-35.018561;3
6.3;0.9;0.37;0;0;0.615334172;0;0;0;0;1;-32.11126;-52.11419;1
6.24;4.87;1.7;1;0;0.197312667;0;1;0;0;0;-6.4934;-43.7036;3
6;1.11;1.5;0;0;0.28750277;0;0;0;1;0;-23.7067;-46.4058;1
7;1.4;;1;0;1;0;1;0;0;0;-10.9091;-37.0677;1
6.94;2.05;0.31;1;0;0.005083165;0;0;1;0;0;-17.3019;-48.2768;1
6;0.07;4;0;0;0.591243893;0;1;0;0;0;-5.35875;-42.6776;3
8.5;5.97;0.2;0;0;0.082648503;0;1;0;0;0;-9.01241;-42.6987;1
6.8;0.03;1.61;0;0;0.179767244;0;1;0;0;0;-2.88769;-40.1183;3
5.7;2.44;1;1;1;0.627656228;0;1;0;0;0;-10.9428;-40.4155;
6.65;0.3;0;0;0;0.968662259;0;1;0;0;0;-10.012;-37.8932;3
7.5;0.7;1;0;0;0;0;1;0;0;0;-10.758;-37.3251;2
6.8;0.65;0.5;1;0;0.494514458;0;0;0;1;0;-18.6156;-42.2791;1
7.3;1.07;0.89;1;0;0.226171338;0;0;0;0;1;-27.0996;-51.2473;3
7.48;0.02;0.8;0;0;0.051019989;0;1;0;0;0;-11.6858;-41.7677;1
8.45;1.4;1.09;0;0;0.025704185;0;0;0;1;0;-22.2386;-45.4654;1
7.26;0.32;2.59;0;0;0.727224327;0;0;1;0;0;-15.452;-47.6089;1
8.33;0.8;1.1;1;1;0.882167653;0;1;0;0;0;-11.56;-39.2808;3
6.9;0.97;1.2;0;0;0.335325821;0;0;0;0;1;-27.0545;-52.069;1
7;0.9;2.5;0;0;0.104167215;0;1;0;0;0;-8.87576;-36.3653;1
6.8;0.1;1;0;0;0.204677369;0;1;0;0;0;-2.9248;-39.9167;3
4.57;0.1;2;1;0;0.753914441;0;1;0;0;0;-10.9428;-40.4155;
7.65;1.59;0.4;0;0;0.001979403;0;1;0;0;0;-14.2021;-41.6696;2
0.8;0.93;;0;0;0.463066535;0;0;0;1;0;-22.2386;-45.4654;1
7.06;0.06;1;0;0;0.364122842;0;1;0;0;0;-11.2329;-38.4871;3
6.06;0.25;2;0;0;0.678637859;0;1;0;0;0;-8.13436;-41.1431;2
8.68;0.1;0.2;0;0;0.514127547;0;1;0;0;0;-10.4374;-39.3321;3
0;2;0;;;0.259254599;1;0;0;0;0;-9.06596;-68.6571;1
6.8;0.59;0.55;0;0;0.002180358;0;1;0;0;0;-2.88769;-40.1183;3
6.1;2.1;;0;0;0;0;1;0;0;0;-10.3524;-37.7002;1
6.86;0.1;0.02;0;0;0.357608738;0;0;1;0;0;-15.4993;-49.6861;1
7.26;0.5;0.39;0;0;0.882313303;0;1;0;0;0;-12.1144;-43.8958;1
6.01;0.02;1.5;0;0;0.7175772;0;1;0;0;0;-11.6858;-41.7677;1
7.4;1.58;0.01;0;0;0.749065813;0;0;0;0;1;-27.0772;-52.1289;1
6.4;0.7;1;1;0;0.014848623;0;1;0;0;0;-10.758;-37.3251;2
6.68;0.43;0.91;0;0;0.968662259;0;1;0;0;0;-10.012;-37.8932;3
6.8;1.74;0.5;0;0;0.877910636;0;0;0;1;0;-22.8058;-43.3729;1
6.8;1.16;0.6;0;0;1;0;1;0;0;0;-2.88769;-40.1183;3
6.3;0.02;0.71;0;0;0.094150971;0;0;0;1;0;-20.0407;-47.7466;3
7.12;0.6;1.8;0;0;0.041164275;1;0;0;0;0;-13.187;-60.8168;2
6.9;0.29;0.35;0;0;0.340617344;0;0;0;0;1;-27.0545;-52.069;1
7.98;1.11;1.5;0;0;0.062171803;0;1;0;0;0;-14.5003;-42.2229;2
6.7;1.9;0.03;1;1;0.615334172;0;0;0;0;1;-31.9469;-52.15193;3
6.88;2.39;0.6;1;0;0.315529922;0;0;1;0;0;-18.4859;-49.4766;1
8.2;0.33;0;1;1;0.180561183;0;1;0;0;0;-7.20629;-36.8245;2
7.72;0.58;0.6;0;0;0.35352765;0;1;0;0;0;-14.5003;-42.2229;2
7.24;0.1;0.29;1;0;0.20620155;0;1;0;0;0;-13.7782;-39.683;1
6.1;0.21;0.92;0;0;0.847356575;0;1;0;0;0;-10.3575234;-37.7029388;1
6.7;0.19;1.23;0;0;0.517581036;0;0;0;0;1;-27.0996;-51.2473;3
6.81;0.1;;1;1;0;0;1;0;0;0;-14.3847;-41.8842;1
6.78;3.89;0;0;0;0.678944732;0;1;0;0;0;-14.1615;-40.0131;1
4;1;1.5;1;0;0.166880787;0;1;0;0;0;-8.6592;-35.1532;2
7.59;0.34;;0;0;0.546633087;0;0;0;1;0;-19.3661;-42.5446;3
6.4;1.71;1;1;0;0.172528616;0;0;0;1;0;-23.5275;-46.9023;2
6.8;0.66;3;0;0;0.030121568;0;1;0;0;0;-7.59472;-37.6445;2
7.3;0.04;1.8;0;0;0.672364323;0;0;0;0;1;-26.9592;-50.4252;1
7;0.06;0.1;0;0;0.848427863;0;1;0;0;0;-3.40787;-44.0234;1
8.75;0.3;4.01;0;0;1;0;1;0;0;0;-10.4374;-39.3321;3
6;0;1.96;0;0;0.621059894;0;0;0;1;0;-20.0407;-47.7466;3
7.35;0.1;0;0;0;0.008420919;0;1;0;0;0;-14.5003;-42.2229;2
6.12;0;4;0;0;0.660755863;0;1;0;0;0;-8.13436;-41.1431;2
6.84;0.63;0.55;0;0;0.055208571;0;1;0;0;0;-12.1144;-43.8958;1
7.8;13.6;0.51;0;0;0.931155935;0;1;0;0;0;-9.16919;-36.6857;1
5.52;0.02;2;0;0;0.364733407;0;1;0;0;0;-11.6858;-41.7677;1
6.97;0.25;;0;0;0.255506969;1;0;0;0;0;-11.169;-61.8986;1
6.8;0.7;1;0;0;1;1;0;0;0;0;-5.38075;-49.1327;1
6.39;0.02;2;1;0;0.580974648;0;1;0;0;0;-8.13436;-41.1431;2
6.74;0;1;0;0;0;0;1;0;0;0;-14.4097;-42.8667;1
7.43;0.55;0.59;0;0;0.000667318;0;1;0;0;0;-14.5003;-42.2229;2
8.2;0.04;0.5;0;0;0.584812645;0;1;0;0;0;-8.41519;-37.0577;2
7.13;1.35;0.95;1;0;0.005083165;0;0;1;0;0;-17.3019;-48.2768;1
6.3;1.4;;0;0;0.090599818;0;1;0;0;0;-10.3524;-37.7002;1
8.1;0.08;2;0;0;0.703525063;0;1;0;0;0;-4.15002;-42.9477;1
6.1;0;0;1;0;0.011637995;0;1;0;0;0;-5.79676;-42.6664;3
7.2;8;1.5;0;0;0.871475336;0;1;0;0;0;-8.81175;-36.0137;1
3;1;3;0;0;0.031519324;0;1;0;0;0;-4.83151;-37.781;1
4.72;0.61;0;0;0;0.54439553;0;1;0;0;0;-8.81175;-36.0137;1
6.5;0;0.11;0;0;0;0;0;0;1;0;-22.793;-48.1336;3
5.46;0.1;0.8;1;0;0.336358343;0;1;0;0;0;-12.2816;-40.4931;1
8.25;2.3;0;1;0;0.110193221;0;0;1;0;0;-18.6238;-50.0805;3
6.26;0.02;2.77;0;0;1;0;1;0;0;0;-12.887604;-38.4689196;1
6.9;1.36;0.18;0;0;0.871475336;0;1;0;0;0;-8.81175;-36.0137;1
6.16;5;2;0;0;0.660755863;0;1;0;0;0;-8.13436;-41.1431;2
7.4;0.47;0.96;0;0;0.132610411;0;0;0;0;1;-27.0996;-51.2473;3
6.8;0.15;0.5;0;0;1;0;0;0;1;0;-22.5977;-47.8734;1
6.83;0.19;0.95;0;0;0.000667318;0;1;0;0;0;-14.5003;-42.2229;2
6.6;1.6;;0;0;0.090599818;0;1;0;0;0;-10.3524;-37.7002;1
7;0;3.25;0;0;0.065872357;0;1;0;0;0;-8.65791;-36.3293;2
7.06;0.02;3.46;0;0;1;0;1;0;0;0;-12.958587;-38.4673789;1
6.41;0.1;0.2;0;0;0.760140031;0;1;0;0;0;-11.3486;-41.6548;1
7.2;0.78;0.74;0;0;0.689819244;0;0;0;1;0;-22.7181;-42.6276;1
4.42;0.42;1.1;1;0;0.183248674;0;1;0;0;0;-8.81175;-36.0137;1
7.1;1.1;1.71;0;0;0.046190315;0;1;0;0;0;-8.81175;-36.0137;1
5.49;0.1;0.4;1;0;1;0;1;0;0;0;-12.295;-38.6347;1
6.1;2.72;2.15;0;0;0.03766402;0;0;0;1;0;-20.0407;-47.7466;3
6.19;0.14;0.6;0;0;0.335510242;0;1;0;0;0;-14.3847;-41.8842;1
6.28;0.93;0.53;0;0;0.193054794;0;1;0;0;0;-7.66373;-35.1002;1
7.1;1.2;0.19;0;0;0.032738919;0;1;0;0;0;-10.278;-37.0148;1
7.18;0.6;5.5;0;0;0.965557014;0;1;0;0;0;-2.53874;-44.2825;1
4.53;0;0.74;0;0;0.789812355;0;1;0;0;0;-11.9668;-41.2647;2
6.8;0.09;0;0;0;0.002180358;0;1;0;0;0;-2.88769;-40.1183;3
8.74;0.1;0.3;0;0;1;0;1;0;0;0;-10.4374;-39.3321;3
6.05;0;0.7;0;0;0.678637859;0;1;0;0;0;-8.13436;-41.1431;2
7.5;0.21;2.89;0;0;0;1;0;0;0;0;-4.2416;-69.9383;1
7;1.36;0.36;0;0;0.031852901;0;1;0;0;0;-3.40787;-44.0234;1
6.8;0.72;1;0;0;0.790134327;0;1;0;0;0;-8.81175;-36.0137;1
6.54;0.1;0.8;0;0;0.01123504;0;1;0;0;0;-11.3486;-41.6548;1
6.8;1.58;0.3;1;0;0.002180358;0;1;0;0;0;-2.88769;-40.1183;3
5.91;0.1;;;0;0.167724202;0;1;0;0;0;-10.5105;-40.32;1
7.44;0.04;1;0;0;0.956201397;0;1;0;0;0;-11.2329;-38.4871;3
7.5;3.9;0.65;0;0;0.847356575;0;1;0;0;0;-10.3524;-37.7002;1
7.02;2.61;1.06;1;0;0.650593346;0;0;0;1;0;-20.9167;-46.9837;1
5.77;0.1;1;0;0;0.461481481;0;1;0;0;0;-11.7107;-40.1437;2
6.5;1.7;0.33;0;0;0.791826987;0;1;0;0;0;-11.3809;-37.6623;1
8.2;0.31;2;1;0;0.948959012;0;1;0;0;0;-7.287;-37.0925;2
6.45;0.02;1.57;0;0;0.800751476;0;1;0;0;0;-12.8978;-38.321;1
7.2;3.46;2.14;0;0;0.689819244;0;0;0;1;0;-22.7181;-42.6276;1
7.39;0.02;1.92;0;0;0.780737018;0;1;0;0;0;-12.9899144;-38.5007207;1
6.59;6.2;0;1;0;0.952834982;0;1;0;0;0;-5.79357;-35.1986;3
0;5;0.06;;;0.784837842;1;0;0;0;0;-9.06596;-68.6571;1
6.2;0;0.2;0;0;0.134405413;0;0;0;1;0;-20.0407;-47.7466;3
7.4;0.8;1;0;0;0.486394061;0;0;0;0;1;-27.0996;-51.2473;3
9.04;0.13;2;0;0;0.219888214;0;0;0;1;0;-22.0082;-51.5565;3
0;2;0.02;0;0;0.063564227;1;0;0;0;0;-9.06596;-68.6571;1
